RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678089131265	test RUN 1	3.3.1
REQUEST	150		FilterComputer	1678089170433	1678089170550	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170553
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170554
USER	MyComputerJourney	150	END	1678089154152	1678089170558
REQUEST	262		CreateNewComputer Redirect 1	1678089170446	1678089170561	OK	 
REQUEST	265		CreateNewComputer	1678089170463	1678089170568	OK	 
REQUEST	367		LoadNewComputerPage	1678089170462	1678089170570	OK	 
REQUEST	263		CreateNewComputer Redirect 1	1678089170493	1678089170605	OK	 
REQUEST	266		CreateNewComputer	1678089170523	1678089170631	OK	 
REQUEST	368		LoadNewComputerPage	1678089170533	1678089170644	OK	 
REQUEST	264		CreateNewComputer Redirect 1	1678089170544	1678089170651	OK	 
REQUEST	369		LoadNewComputerPage	1678089170552	1678089170661	OK	 
REQUEST	267		CreateNewComputer	1678089170563	1678089170669	OK	 
REQUEST	265		CreateNewComputer Redirect 1	1678089170570	1678089170675	OK	 
REQUEST	154		FilterComputer	1678089170584	1678089170688	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170688
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170689
USER	MyComputerJourney	154	END	1678089154353	1678089170689
REQUEST	370		LoadNewComputerPage	1678089170602	1678089170709	OK	 
REQUEST	155		FilterComputer	1678089170607	1678089170714	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170715
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170715
USER	MyComputerJourney	155	END	1678089154403	1678089170716
REQUEST	268		CreateNewComputer	1678089170622	1678089170730	OK	 
REQUEST	153		FilterComputer	1678089170622	1678089170731	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170732
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170732
USER	MyComputerJourney	153	END	1678089154302	1678089170733
REQUEST	266		CreateNewComputer Redirect 1	1678089170631	1678089170739	OK	 
REQUEST	371		LoadNewComputerPage	1678089170663	1678089170770	OK	 
REQUEST	267		CreateNewComputer Redirect 1	1678089170670	1678089170777	OK	 
REQUEST	269		CreateNewComputer	1678089170673	1678089170780	OK	 
REQUEST	270		CreateNewComputer	1678089170723	1678089170830	OK	 
REQUEST	268		CreateNewComputer Redirect 1	1678089170731	1678089170840	OK	 
REQUEST	372		LoadNewComputerPage	1678089170733	1678089170845	OK	 
REQUEST	373		LoadNewComputerPage	1678089170753	1678089170860	OK	 
REQUEST	271		CreateNewComputer	1678089170773	1678089170880	OK	 
REQUEST	269		CreateNewComputer Redirect 1	1678089170781	1678089170889	OK	 
REQUEST	160		FilterComputer	1678089170783	1678089170889	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170889
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170889
USER	MyComputerJourney	160	END	1678089154652	1678089170890
REQUEST	157		FilterComputer	1678089170792	1678089170899	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170899
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170899
USER	MyComputerJourney	157	END	1678089154502	1678089170900
REQUEST	374		LoadNewComputerPage	1678089170802	1678089170910	OK	 
REQUEST	159		FilterComputer	1678089170802	1678089170911	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170912
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170912
USER	MyComputerJourney	159	END	1678089154602	1678089170914
REQUEST	158		FilterComputer	1678089170812	1678089170922	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170923
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089170923
USER	MyComputerJourney	158	END	1678089154552	1678089170927
REQUEST	272		CreateNewComputer	1678089170833	1678089170938	OK	 
REQUEST	270		CreateNewComputer Redirect 1	1678089170830	1678089170940	OK	 
REQUEST	273		CreateNewComputer	1678089170862	1678089170968	OK	 
REQUEST	375		LoadNewComputerPage	1678089170872	1678089170981	OK	 
REQUEST	271		CreateNewComputer Redirect 1	1678089170881	1678089170989	OK	 
REQUEST	376		LoadNewComputerPage	1678089170912	1678089171020	OK	 
REQUEST	274		CreateNewComputer	1678089170933	1678089171042	OK	 
REQUEST	272		CreateNewComputer Redirect 1	1678089170940	1678089171047	OK	 
REQUEST	377		LoadNewComputerPage	1678089170953	1678089171060	OK	 
REQUEST	273		CreateNewComputer Redirect 1	1678089170969	1678089171075	OK	 
REQUEST	162		FilterComputer	1678089170992	1678089171098	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171098
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171099
USER	MyComputerJourney	162	END	1678089154762	1678089171099
REQUEST	163		FilterComputer	1678089170993	1678089171100	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171100
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171101
USER	MyComputerJourney	163	END	1678089154823	1678089171101
REQUEST	275		CreateNewComputer	1678089170993	1678089171104	OK	 
REQUEST	161		FilterComputer	1678089171013	1678089171120	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171120
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171120
REQUEST	276		CreateNewComputer	1678089171013	1678089171121	OK	 
USER	MyComputerJourney	161	END	1678089154713	1678089171122
REQUEST	164		FilterComputer	1678089171023	1678089171140	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171140
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171141
USER	MyComputerJourney	164	END	1678089154873	1678089171143
REQUEST	378		LoadNewComputerPage	1678089171032	1678089171145	OK	 
REQUEST	274		CreateNewComputer Redirect 1	1678089171042	1678089171152	OK	 
REQUEST	379		LoadNewComputerPage	1678089171072	1678089171182	OK	 
REQUEST	277		CreateNewComputer	1678089171092	1678089171203	OK	 
REQUEST	380		LoadNewComputerPage	1678089171102	1678089171210	OK	 
REQUEST	275		CreateNewComputer Redirect 1	1678089171105	1678089171217	OK	 
REQUEST	278		CreateNewComputer	1678089171112	1678089171220	OK	 
REQUEST	276		CreateNewComputer Redirect 1	1678089171121	1678089171229	OK	 
REQUEST	381		LoadNewComputerPage	1678089171152	1678089171261	OK	 
REQUEST	279		CreateNewComputer	1678089171173	1678089171282	OK	 
REQUEST	165		FilterComputer	1678089171203	1678089171312	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171313
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171314
USER	MyComputerJourney	165	END	1678089154923	1678089171318
REQUEST	382		LoadNewComputerPage	1678089171212	1678089171321	OK	 
REQUEST	277		CreateNewComputer Redirect 1	1678089171204	1678089171322	OK	 
REQUEST	278		CreateNewComputer Redirect 1	1678089171221	1678089171330	OK	 
REQUEST	166		FilterComputer	1678089171222	1678089171334	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171336
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171337
REQUEST	168		FilterComputer	1678089171233	1678089171345	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171347
REQUEST	169		FilterComputer	1678089171233	1678089171347	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171348
REQUEST	167		FilterComputer	1678089171233	1678089171349	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171350
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171351
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171352
USER	MyComputerJourney	168	END	1678089155062	1678089171354
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171355
USER	MyComputerJourney	169	END	1678089155112	1678089171358
USER	MyComputerJourney	167	END	1678089155022	1678089171361
USER	MyComputerJourney	166	END	1678089154973	1678089171364
REQUEST	281		CreateNewComputer	1678089171262	1678089171369	OK	 
REQUEST	279		CreateNewComputer Redirect 1	1678089171283	1678089171394	OK	 
REQUEST	384		LoadNewComputerPage	1678089171302	1678089171408	OK	 
REQUEST	383		LoadNewComputerPage	1678089171303	1678089171419	OK	 
REQUEST	282		CreateNewComputer	1678089171313	1678089171421	OK	 
REQUEST	280		CreateNewComputer	1678089171302	1678089171425	OK	 
REQUEST	385		LoadNewComputerPage	1678089171363	1678089171470	OK	 
REQUEST	281		CreateNewComputer Redirect 1	1678089171371	1678089171478	OK	 
REQUEST	283		CreateNewComputer	1678089171383	1678089171492	OK	 
REQUEST	386		LoadNewComputerPage	1678089171403	1678089171511	OK	 
REQUEST	171		FilterComputer	1678089171403	1678089171511	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171511
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171511
USER	MyComputerJourney	171	END	1678089155212	1678089171512
REQUEST	284		CreateNewComputer	1678089171412	1678089171518	OK	 
REQUEST	170		FilterComputer	1678089171412	1678089171520	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171520
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171520
USER	MyComputerJourney	170	END	1678089155162	1678089171521
REQUEST	172		FilterComputer	1678089171412	1678089171524	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171524
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171525
USER	MyComputerJourney	172	END	1678089155262	1678089171526
REQUEST	282		CreateNewComputer Redirect 1	1678089171423	1678089171531	OK	 
REQUEST	145		FilterComputer	1678089171423	1678089171532	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171532
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171532
USER	MyComputerJourney	145	END	1678089153912	1678089171533
REQUEST	280		CreateNewComputer Redirect 1	1678089171426	1678089171549	OK	 
REQUEST	387		LoadNewComputerPage	1678089171472	1678089171579	OK	 
REQUEST	283		CreateNewComputer Redirect 1	1678089171492	1678089171601	OK	 
REQUEST	285		CreateNewComputer	1678089171492	1678089171602	OK	 
REQUEST	388		LoadNewComputerPage	1678089171512	1678089171620	OK	 
REQUEST	284		CreateNewComputer Redirect 1	1678089171519	1678089171625	OK	 
REQUEST	286		CreateNewComputer	1678089171532	1678089171641	OK	 
REQUEST	389		LoadNewComputerPage	1678089171562	1678089171670	OK	 
REQUEST	287		CreateNewComputer	1678089171582	1678089171690	OK	 
REQUEST	390		LoadNewComputerPage	1678089171592	1678089171698	OK	 
REQUEST	285		CreateNewComputer Redirect 1	1678089171603	1678089171715	OK	 
REQUEST	175		FilterComputer	1678089171613	1678089171719	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171719
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171720
USER	MyComputerJourney	175	END	1678089155412	1678089171722
REQUEST	156		FilterComputer	1678089171623	1678089171730	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171730
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171731
USER	MyComputerJourney	156	END	1678089154452	1678089171734
REQUEST	177		FilterComputer	1678089171623	1678089171735	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171736
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171737
REQUEST	288		CreateNewComputer	1678089171632	1678089171739	OK	 
USER	MyComputerJourney	177	END	1678089155512	1678089171745
REQUEST	286		CreateNewComputer Redirect 1	1678089171641	1678089171751	OK	 
REQUEST	176		FilterComputer	1678089171642	1678089171755	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171756
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171756
REQUEST	391		LoadNewComputerPage	1678089171652	1678089171758	OK	 
USER	MyComputerJourney	176	END	1678089155462	1678089171761
REQUEST	174		FilterComputer	1678089171662	1678089171775	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171776
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089171778
USER	MyComputerJourney	174	END	1678089155362	1678089171781
REQUEST	287		CreateNewComputer Redirect 1	1678089171690	1678089171801	OK	 
